Message_0_Page_0 别担心, 我们甚至有会计师的用途！不论如何，你必须先完成几个任务来获得通行权。
Message_1_Page_0 我们就是为你们这些勇敢的人而生的，欢迎！不论如何，你必须先完成几个任务来获得通行权。
Message_2_Page_0 在这样的情况下看到正义的先锋是件好事！不论如何，在加入之前你必须先完成几个任务来获得通行权。
Message_3_Page_0 一位充满智慧的战士, 虽然我们警惕你的人际关系，但我们的确需要更多的战士。不论如何，你必须先完成几个任务来获得通行权。
Message_4_Page_0 这正是我们所需要的，在农场发挥出你的职业才能吧！不论如何，你必须先完成几个任务来获得通行权。
Message_5_Page_0 太棒了！新鲜的海鲜比什么都重要。不论如何，你必须先完成几个任务来获得通行权。
Message_6_Page_0 我想你会和工程师们相处得很好。但你必须先完成几个任务来获得通行权。
Message_7_Page_0 工程师们会因为有新同类而欣喜若狂的！但你必须先完成几个任务来获得通行权。
Message_8_Page_0 只要你能比Gruel做得更多，你就能加入！不论如何，你必须先完成几个任务来获得通行权。
Message_9_Page_0 嗯… <pause> 虽然我们曾经把你的同类关起来过，但特殊情况需要特殊处理，很好，但你必须先完成几个任务来获得通行权。
Message_10_Page_0 这是奇迹啊！我们急需医护人员！但你必须先完成几个任务来获得通行权。

Response_0 我需要做什么？
Response_1 再见。
