Message_0_Page_0 <color=legendary>上校Jourdan</color>喜欢新面孔，你应该先与他交谈。
Message_1_Page_0 <color=legendary>上校Jourdan</color>要告诉你一些重要的事情！
Message_2_Page_0 吃个痛快吧！你再也不用挨饿了！
Message_3_Page_0 你吃饱了吗？
Message_4_Page_0 喝了它吧！小心呛着...
Message_5_Page_0 都喝够了吗？
Message_6_Page_0 你想来点吃的吗？

Response_0 我会去与他交谈的。
Response_1 我现在很饿。
Response_2 我现在很渴。
Response_3 我准备好去拿你的平底锅了。
Response_4 我找到了你的平底锅。
Response_5 我想买一些东西。
Response_6 我可以问你几个问题吗？
Response_7 我会去做的
Response_8 不，谢谢。
Response_9 我会去问问他想说什么的。
Response_10 是的，这太好了，谢谢你。
Response_11 嗯，谢谢你。
