Message_0_Page_0 你应该先去跟<color=legendary>上校Jourdan</color>交谈，他应该在二楼的阳台。
Message_1_Page_0 嘿，我在这里看了看安装在滑膛枪上的刺刀。
Message_1_Page_1 我不停地进行测量和试验，直到我认为我得到了正确的尺寸为止。
Message_1_Page_2 所以，这里是给你的蓝图，所以你可以制造你自己的刺刀并将它安装在你想要的枪械上。
Message_2_Page_0 我有一些有趣的东西要给你！
Message_2_Page_1 我一直在捣鼓那些无聊的枪管和训练光学支架。
Message_2_Page_2 这把单发霰弹枪有了加长的枪管和红点瞄准镜。
Message_2_Page_3 你可以保留它，也可以让我为你制造替代品！这把枪的本身也是非常简单的。
Message_3_Page_0 我有...一些可能对你有用的东西要给你...？可能吧。
Message_3_Page_1 我成功设计出了四管霰弹枪，每个枪管可发出两发子弹。
Message_3_Page_2 它可以让你快速地发射多发子弹，但是它并不会比类似于<color=legendary>Vanguard</color>的枪械更好。
Message_3_Page_3 只是...不要认为这个令人厌恶的事物能拯救你的生命，好吗？
Message_4_Page_0 我制作了另一把升级武器！
Message_4_Page_1 我捣鼓了一下你给我带的王牌左轮，我给它添加了新的附件安装点。
Message_4_Page_2 它现在有3倍瞄准镜了！它现在应该是一把很棒的狩猎手枪。
Message_4_Page_3 如果你将消声器安装上去，你就可以拿着它假装成一位特殊的特工！
Message_4_Page_4 ...或者你也可以使用<color=rare>科西嘉</color>...
Message_4_Page_5 如果你不小心丢了，我也可以为你制造另一把同样的枪。
Message_5_Page_0 我终于知道应该对你给我带来的滑膛枪做什么了，
Message_5_Page_1 我打磨了枪管，它现在能射得更准了。
Message_5_Page_2 现在这把滑膛枪应该能被真正地用来射击一些东西，我为它添加了7倍瞄准镜。
Message_5_Page_3 保持它。像往常一样，我也可以为你制造替代品。
Message_5_Page_4 现在，我掌握了制造枪械的技能，我需要制造枪支。
Message_5_Page_5 然而，我需要你的帮助。
Message_5_Page_6 我缺少工具和蓝图.
Message_5_Page_7 当你准备好帮我时请告诉我。
Message_6_Page_0 嗯，我只是在这里煮东西。
Message_6_Page_1 <color=legendary>上校Jourdan</color>说你可以拥有它了，所以我在这里把它给你。
Message_6_Page_2 这里是一步步地教你如何制造一些凝胶汽油的教程。
Message_6_Page_3 它比标准燃料箱更难装载，能容纳的燃料更少，但仍然是可自制的燃烧箱。
Message_7_Page_0 顺便，<color=legendary>上校Jourdan</color>想跟你交谈。
Message_7_Page_1 不管怎样，有什么事吗？
Message_8_Page_0 我能为你做什么呢？

Response_0 我会去和他交谈的。
Response_1 这将能派上用场。谢谢你。
Response_2 这个升级将提升这把霰弹枪的性能。使其更为致命。
Response_3 我想，我应该谢谢你？
Response_4 应该有能派上用场的地方。
Response_5 一把廉价的单发狙击枪？似乎很有用。当准备好帮助你时我会告诉你。
Response_6 谢谢，这将变得更加方便。
Response_7 我准备好帮你带回工具和蓝图了。
Response_8 这里是你要的工具和蓝图。
Response_9 我准备好去获取这些枪了。
Response_10 这里是你要的枪。
Response_11 我准备好去收集材料了。
Response_12 这里是你要的化工产品。
Response_13 我准备好去收集材料了。
Response_14 这里是你要的金属板。
Response_15 我准备好去收集材料了。
Response_16 这里是你要的金属线。
Response_17 我准备好去收集材料了。
Response_18 这里是你要的胶水。
Response_19 我准备好去收集材料了。
Response_20 这里是你要的绳子。
Response_21 我准备好去收集材料了。
Response_22 这里是你要的废品。
Response_23 我准备好去收集材料了。
Response_24 这里是你要的布。
Response_25 我准备好去收集材料了。
Response_26 这里是你要的胶带。
Response_27 我准备好去收集材料了。
Response_28 这里是你要的罐子。
Response_29 我准备好去收集材料了。
Response_30 这里是你要的金属棒。
Response_31 <color=epic>中士Boone</color>给了我这个充满部件的盒子。你知道这个是什么吗？
Response_32 我得到了那把步枪。
Response_33 让我们做个交易吧。
Response_34 你能帮我制作武器吗？
Response_35 我能问你几个问题吗？
Response_36 <color=uncommon>Jack</color>叫我去找<color=legendary>太阳能充电器</color>。他说你知道关于Rula设施的一些事情，你能告诉我吗？
Response_37 我去了Rula一趟。那个地方被淹没了，完全被破坏了。
Response_38 我一会会把它捡起来的。
Response_39 我必须得走了，回头见。
